id_evento,data_evento,hora_evento,bairro,municipio,uf,latitude,longitude,tipo_evento,intensidade_evento,precipitacao_mm,duracao_horas,velocidade_vento_kmh,temperatura_celsius,umidade_relativa,nivel_mare_cm,area_afetada_m2,residencias_afetadas,populacao_afetada,nivel_alerta,tempo_resposta_horas,orgao_responsavel,status_atendimento,descricao_ocorrencia,custo_estimado_reais,Fluxo_agua_m2_seg,Total_acumulad0_L,Altura_cm
0544,2025-07-19,07:29,Centro,Praia Grande,SP,-23.917426,-46.28418,maré alta,moderada,123.5,7.61,84.8,22.8,91,197,1763,194,685,baixo,13.58,Polícia Militar,em andamento,Nostrum adipisci voluptatibus cupiditate magni consequatur dolorum earum necessitatibus.,176158.08,137,48,41
0545,2025-02-05,18:03,Vila Margarida,Santos,SP,-23.865172,-46.280818,chuva forte,leve,197.4,3.61,0.8,15.4,48,249,4174,31,134,moderado,4.1,Defesa Civil,concluído,Est vitae omnis ullam rem reiciendis doloremque magni facere cumque non ut aperiam veritatis atque.,250087,183,108,116
0546,2025-01-28,09:51,Parque Bitaru,Santos,SP,-23.899003,-46.308806,chuva forte,severa,82.5,8.75,69,24.4,93,156.5,2529,166,931,emergência,6.72,Defesa Civil,pendente,Minima atque fuga quis exercitationem veniam eligendi voluptate nesciunt iste numquam reiciendis.,111679.8,20,29,139
0547,2024-09-18,17:04,Boqueirão,Praia Grande,SP,-23.881646,-46.326875,vento intenso,forte,30.6,6.56,102,36.6,100,142.5,4207,94,407,alto,22.08,Defesa Civil,em andamento,Ratione consectetur mollitia nihil exercitationem architecto esse.,389198.38,41,97,190
0548,2024-08-11,15:19,Centro,Mongaguá,SP,-23.89512,-46.289113,vento intenso,leve,197,4.54,30.3,22.9,91,33.7,1669,180,717,alto,7.06,Corpo de Bombeiros,em andamento,Consequatur dolore deserunt libero error nam reiciendis rem.,17767.24,17,87,129
0549,2023-11-20,09:18,Embaré,Praia Grande,SP,-23.902295,-46.331523,granizo,forte,108.7,10.86,113.4,23.1,78,55.2,118,17,449,baixo,22.25,Prefeitura,pendente,Iste fugiat quidem voluptatem laboriosam odio distinctio eligendi iste suscipit iste repellendus.,332973.23,46,182,47
0550,2024-03-18,13:36,Catiapoã,Mongaguá,SP,-23.899349,-46.28819,inundação,severa,20.5,7.8,93.2,29.4,80,5.7,2084,107,480,alto,6.86,Polícia Militar,pendente,Minus consequuntur dolorum consequatur sequi ipsam nesciunt exercitationem recusandae.,191996.97,170,103,4
0551,2025-05-23,14:28,Aparecida,Santos,SP,-23.863868,-46.263263,granizo,severa,174.5,0.4,82.6,36,53,217.7,867,182,371,emergência,19.54,Prefeitura,concluído,Earum blanditiis accusamus voluptate delectus quod earum quis reprehenderit aut culpa dolorum nemo ad libero.,315733.48,53,66,105
0552,2023-10-27,05:27,Gonzaguinha,Guarujá,SP,-23.947701,-46.3158,vento intenso,forte,22.3,11.15,24.1,29.7,92,208,2880,23,376,alto,15.32,Polícia Militar,em andamento,Ab iure possimus accusamus optio sed repellat ea aspernatur aperiam fugiat id.,262638.13,171,110,127
0553,2023-03-02,18:27,Vila Margarida,Mongaguá,SP,-23.938828,-46.26689,chuva forte,moderada,186.5,4.54,4.2,17.9,96,47.9,2078,176,112,alto,12.91,Corpo de Bombeiros,concluído,Tenetur saepe quasi aliquid explicabo et neque repellat corrupti occaecati incidunt amet.,337363.38,35,18,43
0554,2023-11-01,17:06,Catiapoã,Praia Grande,SP,-23.949462,-46.347349,chuva forte,leve,148.9,7.5,16.6,31.1,63,67.4,95,47,779,alto,13.3,Prefeitura,concluído,Nihil animi aspernatur placeat ducimus repellat iste eligendi deleniti nulla voluptatibus quaerat occaecati eligendi corporis.,74749.65,46,183,18
0555,2024-02-14,17:02,Embaré,São Vicente,SP,-23.897533,-46.310763,chuva forte,severa,50.6,4.82,97.2,22.5,85,193.8,4076,38,967,alto,15.23,Polícia Militar,em andamento,Distinctio quae laboriosam alias maiores deserunt odio.,100652.16,151,44,34
0556,2023-04-16,15:29,Vila Margarida,Santos,SP,-23.893279,-46.265104,vento intenso,forte,23.7,1.57,15.5,26.4,48,152.1,4576,104,399,emergência,9.93,Prefeitura,em andamento,In iure provident omnis ipsam quod placeat molestias laborum aspernatur.,104956.73,124,128,196
0557,2024-03-21,02:13,Boqueirão,Mongaguá,SP,-23.876545,-46.320027,maré alta,forte,98.4,1.83,78,27.9,78,131.7,1683,123,256,moderado,8.89,Polícia Militar,em andamento,Dolores a aperiam nesciunt reprehenderit et doloremque quae natus dolorem culpa fuga laboriosam qui optio rerum.,429436.01,151,144,25
0558,2022-11-22,14:20,Japuí,Santos,SP,-23.892488,-46.328539,maré alta,moderada,105.1,0.6,76.3,21.3,73,110.5,4867,153,895,alto,3.23,Prefeitura,concluído,Rerum facilis unde nobis ipsa reprehenderit reiciendis repellendus labore.,452902.79,67,3,137
0559,2022-12-08,05:41,Gonzaguinha,Mongaguá,SP,-23.865379,-46.338357,maré alta,severa,191.4,9.08,8.9,29.2,45,174.3,4467,187,947,moderado,10.47,Defesa Civil,em andamento,Eligendi ducimus alias beatae vitae quas aut occaecati maiores.,247423.28,146,153,159
0560,2022-12-16,18:32,Aparecida,Praia Grande,SP,-23.912314,-46.284,chuva forte,moderada,159.4,6.45,8.9,34.5,82,128.1,3072,71,545,alto,3.51,Prefeitura,em andamento,Expedita veniam laboriosam earum officia ullam eos quos praesentium.,368040.87,69,42,160
0561,2023-02-22,10:38,Aparecida,São Vicente,SP,-23.935233,-46.303571,inundação,moderada,40.7,1.38,117.2,33.7,85,163.6,159,130,446,baixo,15.76,Prefeitura,em andamento,Dolores accusamus atque fuga nesciunt repellendus rerum temporibus.,307462.21,200,80,5
0562,2024-04-05,20:04,Centro,Praia Grande,SP,-23.897723,-46.286665,vento intenso,moderada,48.6,0.25,108.9,19.3,53,191.5,2451,28,682,alto,10.8,Polícia Militar,concluído,Harum quisquam fuga facilis unde ipsa deleniti cupiditate culpa ipsum qui commodi alias.,151101.37,86,83,182
0563,2023-02-25,12:55,Embaré,São Vicente,SP,-23.878464,-46.2867,alagamento,forte,63,4.35,64.2,37.2,98,85.1,1098,72,806,alto,22.19,Corpo de Bombeiros,pendente,Corporis ratione enim fugiat cum natus qui quibusdam fugiat illo.,393993.5,60,151,126
0564,2024-03-07,01:11,Catiapoã,Praia Grande,SP,-23.892441,-46.335243,inundação,severa,14.4,5.99,1.5,30.5,62,244.6,844,190,17,baixo,23.93,Defesa Civil,concluído,Nemo adipisci reprehenderit fugit voluptatibus quibusdam dolores quos aut perferendis.,40490.29,170,184,179
0565,2023-12-10,11:24,Gonzaguinha,São Vicente,SP,-23.906319,-46.329932,chuva forte,forte,91.6,11.13,66.8,33.2,82,157,1999,196,961,emergência,5.41,Corpo de Bombeiros,concluído,Alias at animi sit laboriosam rerum similique saepe necessitatibus dicta nesciunt impedit molestiae autem soluta.,25008.6,96,47,113
0566,2024-06-02,19:54,Itararé,Guarujá,SP,-23.873874,-46.271275,alagamento,leve,161.9,9.3,7.8,34,59,28.3,4109,11,326,baixo,0.39,Corpo de Bombeiros,pendente,Assumenda vitae quo nostrum doloribus consequatur ab provident minus.,326617.42,72,136,10
0567,2023-04-22,09:55,Catiapoã,Mongaguá,SP,-23.938253,-46.254909,chuva forte,moderada,138.9,4.94,94.6,34.2,75,69.8,624,97,324,baixo,22.92,Defesa Civil,pendente,Corrupti dolorum cum temporibus repellendus nemo sint veritatis.,37416.04,145,20,22
0568,2025-06-27,13:14,Centro,Santos,SP,-23.850268,-46.27312,granizo,severa,108.8,5.46,101.2,28.9,48,233.6,4428,55,140,moderado,4.61,Defesa Civil,em andamento,Sapiente maiores amet ut atque tempore repellendus voluptatum quia ratione quas.,401022.8,44,143,125
0569,2023-01-05,21:45,Embaré,Mongaguá,SP,-23.851,-46.269865,maré alta,leve,102.1,7.31,20.1,37.6,60,147,549,39,230,alto,3.94,Prefeitura,pendente,Deserunt debitis rem architecto expedita nulla hic tempore ipsum sapiente libero velit incidunt.,102820.03,70,120,127
0570,2024-08-24,18:32,Itararé,Praia Grande,SP,-23.876361,-46.343432,vento intenso,severa,155.3,6.36,103.4,33.3,85,2.3,1928,62,610,emergência,16.07,Prefeitura,em andamento,Illo eius iste placeat repudiandae quibusdam voluptas inventore velit voluptas ducimus.,257439.76,67,78,153
0571,2023-03-23,18:21,Catiapoã,São Vicente,SP,-23.867766,-46.31571,maré alta,moderada,78.8,10.54,99.7,21.2,50,154.3,4434,74,717,baixo,7.08,Polícia Militar,em andamento,Quidem accusamus mollitia temporibus quos soluta reprehenderit praesentium odio.,388797.95,114,181,79
0572,2023-07-25,12:36,Catiapoã,Guarujá,SP,-23.898053,-46.301449,maré alta,severa,141.8,3.61,17.1,19.8,72,156.1,2313,36,376,baixo,23.76,Polícia Militar,em andamento,Nihil quisquam expedita velit hic sint excepturi a.,56915,17,112,37
0573,2024-01-17,09:53,Itararé,São Vicente,SP,-23.874073,-46.283553,chuva forte,leve,162.7,0.38,18.2,26.3,56,84.4,3862,53,794,alto,19.07,Prefeitura,concluído,Vitae occaecati aliquid ullam dolores qui maxime voluptatum voluptatibus quis iste ipsa totam incidunt eligendi.,480150.26,57,15,4
0574,2024-08-25,13:30,Gonzaguinha,São Vicente,SP,-23.85127,-46.264687,granizo,forte,93.4,10.86,86,23.7,61,190.9,2083,161,787,emergência,13.22,Prefeitura,concluído,Facilis labore nam accusamus eligendi magni minus error veniam odit iste distinctio impedit itaque consectetur in.,304972.34,98,101,106
0575,2024-12-08,03:57,Vila Margarida,São Vicente,SP,-23.947097,-46.29633,inundação,leve,162.5,5.66,89.6,25.4,59,135.9,2820,111,834,alto,13.81,Polícia Militar,concluído,Incidunt explicabo magnam magnam nam iusto consectetur incidunt dolorum nihil atque.,477607.42,156,6,45
0576,2024-04-28,07:30,Aparecida,Guarujá,SP,-23.935122,-46.347728,inundação,leve,124.8,11.38,83.7,15.2,73,245.7,657,41,345,alto,19.41,Defesa Civil,concluído,Illo dolore ipsam eos maiores et adipisci officiis atque reprehenderit enim.,380904.97,126,152,49
0577,2025-03-26,12:39,Catiapoã,Guarujá,SP,-23.88858,-46.315834,vento intenso,forte,168.9,6.78,65.8,20.9,83,98.7,295,28,854,baixo,23.84,Prefeitura,concluído,Repellat odit reiciendis molestiae veniam cum eius rerum.,487341.14,59,124,92
0578,2024-10-28,05:53,Parque Bitaru,São Vicente,SP,-23.866687,-46.275982,inundação,severa,188.8,7.63,69.1,30,85,198.8,3848,106,337,alto,1.75,Defesa Civil,concluído,Illo voluptate quo asperiores voluptatem reprehenderit sed quae consequatur quod consequuntur quae.,69105.5,64,153,93
0579,2024-02-07,15:17,Centro,Praia Grande,SP,-23.949673,-46.324556,granizo,leve,172,3.76,87.7,37.3,84,113,1130,42,492,emergência,7.35,Corpo de Bombeiros,em andamento,Commodi omnis beatae tempore quas sequi possimus earum tempore doloribus hic tempora.,360996.4,178,102,46
0580,2025-09-09,19:57,Vila Margarida,Santos,SP,-23.908324,-46.285094,vento intenso,moderada,157.7,10.73,116,31.1,77,197.5,3255,95,713,moderado,1.7,Corpo de Bombeiros,concluído,Quia voluptates doloremque sapiente nulla sunt aliquam necessitatibus aperiam esse iusto explicabo magni asperiores in.,20168.76,95,130,108
0581,2023-07-28,13:32,Aparecida,Praia Grande,SP,-23.939176,-46.346104,vento intenso,leve,126.9,7.9,7.5,31.5,81,135.9,862,32,760,alto,18.92,Prefeitura,pendente,Accusamus et est quas sed non praesentium veniam ipsam.,234489.79,194,159,46
0582,2023-03-30,10:50,Itararé,Praia Grande,SP,-23.867645,-46.285344,vento intenso,moderada,143.7,11.61,90.3,27.2,59,54.3,4143,74,841,moderado,0.6,Defesa Civil,em andamento,Officiis dicta fugit ducimus iusto delectus eos iusto commodi voluptatum perspiciatis.,15600.56,183,79,99
0583,2025-06-07,02:42,Japuí,Santos,SP,-23.88081,-46.26255,granizo,forte,83.9,0.24,67.1,19.4,40,22.9,4266,173,597,moderado,23.94,Defesa Civil,em andamento,Repellat fugit voluptate labore ipsam at saepe cum quisquam saepe.,250673.16,59,116,53
0584,2025-08-28,15:56,Boqueirão,Praia Grande,SP,-23.88364,-46.255427,inundação,forte,95.3,4.12,64.8,25.3,73,225.3,2711,188,405,moderado,0.38,Prefeitura,concluído,Non dolor dolor at optio voluptates autem dolorem commodi in laborum unde voluptatem error veniam.,477019.23,5,185,117
0585,2025-09-23,05:19,Japuí,Mongaguá,SP,-23.924854,-46.332461,alagamento,leve,174,4.58,99.7,19.2,98,137.9,1632,116,563,baixo,22.93,Polícia Militar,pendente,Quia omnis animi reiciendis sit unde exercitationem sapiente est cum corporis cum.,200181.64,39,12,198
0586,2024-11-25,09:00,Catiapoã,Santos,SP,-23.868503,-46.28243,granizo,moderada,22.3,11.32,15.8,23.9,76,146.2,832,62,886,baixo,16.04,Defesa Civil,pendente,Cupiditate quam voluptatum consequuntur quaerat officia nihil maxime ab nesciunt odit incidunt harum.,474444.03,95,104,173
0587,2024-06-18,01:34,Japuí,Mongaguá,SP,-23.922273,-46.32147,maré alta,leve,72.3,3.31,114.3,19.6,61,112.1,1882,144,79,emergência,16.47,Polícia Militar,concluído,Ea culpa repellat ex fugit inventore ut reprehenderit beatae est at at quis repellendus distinctio.,350831.67,56,131,63
0588,2023-07-24,23:02,Embaré,Mongaguá,SP,-23.870575,-46.275674,maré alta,severa,21.6,7.83,12.3,17.2,58,239.9,4663,23,165,alto,9.36,Polícia Militar,em andamento,Labore cumque sint molestiae inventore officiis laborum in quae repellendus quibusdam.,380661.5,35,69,168
0589,2024-10-21,20:12,Parque Bitaru,Guarujá,SP,-23.942511,-46.284334,vento intenso,severa,116.1,4.19,114.6,28.3,98,228,814,110,697,emergência,9.67,Prefeitura,em andamento,Modi laudantium unde magnam asperiores sed iusto delectus ea.,14591.2,94,7,56
0590,2024-10-28,06:39,Vila Margarida,Guarujá,SP,-23.880396,-46.281369,chuva forte,forte,44.5,0.55,115.7,30.4,69,173.9,247,165,850,baixo,8.29,Defesa Civil,pendente,Ut odit repellendus molestias fugit ipsam praesentium.,168666.65,38,142,67
0591,2024-02-15,06:09,Japuí,Mongaguá,SP,-23.875784,-46.337766,granizo,forte,139.1,9.57,117.8,17.2,74,69.9,1997,183,337,baixo,10.47,Defesa Civil,em andamento,Ducimus voluptatibus totam ipsum quae possimus pariatur officiis numquam eius.,60030.21,7,179,8
0592,2023-07-28,06:59,Boqueirão,Guarujá,SP,-23.873043,-46.341654,chuva forte,leve,23.2,8.04,49.8,29.7,76,115.2,2922,0,140,emergência,20.85,Corpo de Bombeiros,em andamento,Soluta earum quibusdam ipsam culpa qui eaque.,246481.04,180,29,16
0593,2024-07-30,11:57,Centro,Guarujá,SP,-23.927587,-46.338756,alagamento,forte,35,0.95,105.8,22.6,52,153.2,4399,109,966,baixo,12.48,Polícia Militar,concluído,Commodi quisquam at quo dolores tenetur ex officia tenetur animi enim voluptatibus tenetur minima quibusdam.,109521.05,143,89,128
0594,2024-08-29,08:48,Catiapoã,Praia Grande,SP,-23.874775,-46.299627,granizo,leve,48.3,1.18,72.7,34.9,83,174,324,79,805,emergência,2.98,Defesa Civil,concluído,Repellat incidunt rerum quos nemo vitae cumque sequi beatae nemo corrupti.,354564.72,97,92,57
0595,2024-07-20,19:05,Itararé,Mongaguá,SP,-23.914636,-46.344988,maré alta,leve,15.2,5.85,46,24.9,78,55.7,3973,136,694,baixo,22.47,Corpo de Bombeiros,concluído,Illum laborum quae sint dolorem beatae quidem sit voluptas.,120454.87,122,115,109
0596,2022-12-18,15:18,Embaré,Mongaguá,SP,-23.904785,-46.252903,inundação,moderada,49.9,10.28,84.4,25.6,59,167.1,3890,122,535,moderado,22.42,Prefeitura,em andamento,Temporibus saepe nam labore repellat quae sit aliquam.,366050.75,191,94,130
0597,2025-03-01,03:43,Embaré,São Vicente,SP,-23.885391,-46.292148,chuva forte,severa,186.8,8.28,92.9,29.3,95,42.4,18,52,891,moderado,11.02,Corpo de Bombeiros,em andamento,Dignissimos quos voluptatibus iste eaque amet quibusdam ea.,319660.67,1,28,9
0598,2025-08-01,00:09,Gonzaguinha,Santos,SP,-23.948171,-46.341318,alagamento,leve,8.2,1.96,38.8,37,56,180.4,3002,151,393,emergência,6.87,Defesa Civil,em andamento,Quaerat inventore perspiciatis ad nulla reprehenderit optio numquam molestias cum similique magnam est praesentium.,29906.97,155,108,114
0599,2023-03-22,16:19,Centro,São Vicente,SP,-23.90844,-46.270496,alagamento,forte,162.4,0.76,90.8,20.6,80,13.9,3595,169,936,baixo,2.7,Defesa Civil,concluído,Numquam vitae illo aperiam accusantium dicta unde omnis dolorum.,205353.4,138,158,40
0600,2025-07-18,19:29,Itararé,São Vicente,SP,-23.866336,-46.290521,alagamento,forte,45.8,6.58,52.8,26.5,71,31.3,3377,144,113,emergência,1.06,Prefeitura,concluído,Distinctio laborum soluta nostrum nisi similique aspernatur soluta assumenda natus.,485939.71,88,195,30
0601,2023-01-11,08:09,Embaré,Praia Grande,SP,-23.893977,-46.29938,granizo,severa,124.9,6.4,41.2,28.6,79,40.6,3546,89,905,alto,14.64,Corpo de Bombeiros,pendente,Dolor cum voluptatem vero nisi expedita eligendi pariatur amet numquam autem excepturi illum ratione hic.,323151.53,93,75,148
0602,2025-10-23,08:39,Parque Bitaru,Mongaguá,SP,-23.947085,-46.290874,maré alta,moderada,84.9,0.81,93.7,34.1,60,35.5,4079,105,894,alto,22.66,Corpo de Bombeiros,em andamento,Rerum neque laudantium qui eveniet sequi suscipit incidunt tempora ratione fugiat modi alias natus cum.,387104.6,58,190,94
0603,2023-02-23,10:31,Parque Bitaru,Santos,SP,-23.908826,-46.272202,granizo,severa,195.1,5.82,59.6,21.4,46,204.8,1866,130,996,emergência,3.5,Corpo de Bombeiros,concluído,Neque dignissimos dignissimos quas quisquam odio in iste quasi aut natus occaecati totam officiis placeat.,469676.89,159,198,156
0604,2025-02-26,21:28,Boqueirão,Mongaguá,SP,-23.939159,-46.25849,vento intenso,moderada,2.1,9,104.4,27.4,90,99.2,2720,67,104,moderado,3.69,Corpo de Bombeiros,concluído,Accusamus voluptate numquam ipsum voluptatem repudiandae nesciunt dignissimos voluptatibus.,439099.86,97,87,68
0605,2024-11-07,13:28,Gonzaguinha,Guarujá,SP,-23.854621,-46.288755,maré alta,moderada,126.8,5.09,58,31.4,76,10.5,1214,69,114,emergência,21.88,Defesa Civil,pendente,Neque id ea tenetur fugit voluptatum nostrum labore perspiciatis similique tenetur.,261480.13,75,82,16
0606,2025-07-08,01:54,Itararé,Mongaguá,SP,-23.892541,-46.331317,inundação,leve,21,8.56,106.8,33.1,94,65.2,2983,44,912,emergência,10.68,Polícia Militar,concluído,Aut deleniti explicabo deserunt sequi corrupti ducimus.,133367.64,20,66,182
0607,2024-05-19,14:37,Japuí,Mongaguá,SP,-23.860664,-46.294499,chuva forte,leve,83.5,10.94,94.2,28.5,69,200.1,1792,81,283,moderado,15.02,Corpo de Bombeiros,concluído,Ullam cumque distinctio sapiente blanditiis placeat totam perspiciatis.,250987.84,197,143,38
0608,2025-02-20,14:22,Boqueirão,Santos,SP,-23.855267,-46.315522,granizo,leve,42,2.41,56.6,15.4,43,92.4,4376,97,53,emergência,12.65,Prefeitura,concluído,Ad tempore ut ipsum ut quos aspernatur dolores recusandae quis eius ducimus.,370566.24,149,186,13
0609,2024-01-22,16:34,Gonzaguinha,São Vicente,SP,-23.86089,-46.270839,alagamento,leve,7.2,0.51,50.5,30,78,68.1,1605,122,279,baixo,9.83,Prefeitura,concluído,Aliquid necessitatibus aliquam rem nulla praesentium doloribus eligendi doloremque.,269258.03,69,137,111
0610,2024-07-01,09:36,Catiapoã,São Vicente,SP,-23.919786,-46.260376,vento intenso,forte,40.4,3.2,96.9,29.2,86,158,524,32,289,alto,21.1,Corpo de Bombeiros,em andamento,Eveniet quibusdam explicabo incidunt nihil quia esse nam saepe illum rerum cum qui ea repudiandae.,285795.23,15,112,11
0611,2023-08-27,21:10,Aparecida,Praia Grande,SP,-23.934118,-46.289311,inundação,severa,96.2,5,39.5,28,40,150.3,3969,161,40,moderado,1.83,Prefeitura,concluído,Fugit aperiam nisi quasi excepturi minima similique praesentium est.,113379.85,9,34,28
0612,2023-02-23,03:02,Gonzaguinha,Praia Grande,SP,-23.945163,-46.342606,chuva forte,leve,46.2,0.39,91.5,27.6,73,88.4,4574,54,247,alto,18.42,Corpo de Bombeiros,pendente,Dolorem quis saepe debitis saepe deleniti cum minus dolor dolores totam ipsa quos minus.,272329.63,70,200,26
0613,2024-11-11,18:56,Centro,Praia Grande,SP,-23.918631,-46.333492,alagamento,severa,45.8,10.92,117.1,26.2,97,180.2,1024,142,22,moderado,12.86,Polícia Militar,concluído,Corrupti dolores soluta exercitationem illum deleniti qui.,6944.87,10,156,126
0614,2023-07-28,06:32,Gonzaguinha,Praia Grande,SP,-23.887907,-46.287076,granizo,forte,102.5,11.17,65.7,23.5,41,26.9,4752,10,751,alto,10.63,Polícia Militar,pendente,Eaque odit minus itaque ea fuga mollitia neque accusantium voluptate vel quidem placeat incidunt quidem aspernatur.,68892.89,56,134,182
0615,2024-02-12,19:59,Japuí,São Vicente,SP,-23.929742,-46.345478,vento intenso,moderada,162.4,7,69,36.2,66,113.2,2333,143,682,alto,5.59,Polícia Militar,concluído,Totam sapiente placeat quidem debitis quis quos dolore ipsam similique eos molestias repellendus tenetur sint.,145332.49,35,171,108
0616,2025-04-13,14:02,Parque Bitaru,Praia Grande,SP,-23.855156,-46.323828,inundação,forte,198.8,2,97.7,34.5,83,69.6,1468,70,386,baixo,20.64,Defesa Civil,em andamento,Cumque vitae at amet repellat voluptate tempora.,307905.28,184,157,165
0617,2023-11-09,22:59,Boqueirão,Santos,SP,-23.883188,-46.267326,alagamento,moderada,17.6,3.41,38.5,36.1,60,50,3404,34,189,moderado,2.97,Polícia Militar,concluído,Distinctio eius modi earum rerum nam eum esse a quam magnam eum quas architecto.,403842.26,28,50,73
